,name,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
2372,sea,208,221,0.484848485,0.515151515,429,0.008579999999999999,5.531939724
2373,sean,179,124,0.590759076,0.409240924,303,0.00606,5.863960915
2374,search,526,359,0.5943502820000001,0.405649718,885,0.0177,4.9332666419999995
2375,season,479,267,0.642091153,0.35790884700000003,746,0.01492,4.825865309
2376,seat,379,215,0.638047138,0.36195286200000004,594,0.01188,5.378851743999999
2378,second half,120,141,0.459770115,0.540229885,261,0.005220000000000001,6.1430444820000005
2379,second time,150,104,0.590551181,0.40944881899999996,254,0.0050799999999999994,6.210326489
2380,secret,583,454,0.56219865,0.43780135,1037,0.02074,4.74061389
2381,section,174,182,0.488764045,0.511235955,356,0.0071200000000000005,5.820861722
2382,secur,168,213,0.44094488200000004,0.559055118,381,0.00762,5.760675088999999
2384,see film,161,117,0.579136691,0.42086330899999996,278,0.00556,6.170824046
2385,see movi,157,208,0.430136986,0.569863014,365,0.0073,5.898219865
2386,seek,433,324,0.5719947160000001,0.428005284,757,0.01514,5.127714542
2387,seemingli,338,305,0.525660964,0.474339036,643,0.01286,5.3036052080000005
2389,seen film,351,231,0.603092784,0.396907216,582,0.011640000000000001,5.4178810870000005
2390,seen movi,424,371,0.533333333,0.46666666700000003,795,0.0159,5.101993589
2391,segment,172,143,0.546031746,0.45396825399999996,315,0.0063,5.803641125
2392,select,193,156,0.553008596,0.446991404,349,0.00698,5.892872258
2393,self,836,868,0.490610329,0.509389671,1704,0.03408,4.237059795
2394,sell,331,346,0.488921713,0.511078287,677,0.01354,5.195733056
2395,semi,122,252,0.326203209,0.6737967909999999,374,0.00748,5.851090724
2397,sen humor,142,101,0.58436214,0.41563786,243,0.00486,6.286408795
2398,send,365,389,0.484084881,0.515915119,754,0.015080000000000001,5.119067175
2399,sensibl,138,116,0.5433070870000001,0.456692913,254,0.0050799999999999994,6.247644252000001
2400,sensit,312,105,0.748201439,0.25179856100000003,417,0.00834,5.710550701
2401,sent,398,289,0.5793304220000001,0.420669578,687,0.01374,5.228124552
2402,sentenc,142,200,0.415204678,0.5847953220000001,342,0.006840000000000001,5.914436436
2403,sentiment,292,186,0.610878661,0.389121339,478,0.009559999999999999,5.569823042
2404,separ,310,221,0.5838041429999999,0.416195857,531,0.010620000000000001,5.474161923
2405,sequel,471,677,0.410278746,0.589721254,1148,0.022959999999999998,4.4999333539999995
2406,sequenc,1021,980,0.510244878,0.48975512200000004,2001,0.04002,4.0179978819999995
2408,serial,171,221,0.43622449,0.56377551,392,0.00784,5.552597736
2409,serial killer,108,158,0.406015038,0.5939849620000001,266,0.00532,5.984987547
2410,serious,620,1037,0.37417018700000004,0.625829813,1657,0.033139999999999996,4.316508654
2411,serv,507,548,0.48056872,0.51943128,1055,0.0211,4.781014743
2412,servic,244,228,0.516949153,0.483050847,472,0.00944,5.577575019
2414,settl,184,142,0.564417178,0.43558282200000004,326,0.006520000000000001,5.990852667
2415,seven,276,195,0.585987261,0.41401273899999996,471,0.00942,5.502633597000001
2416,sever,160,245,0.39506172799999995,0.604938272,405,0.0081,5.728488402000001
2417,sex,816,1086,0.429022082,0.570977918,1902,0.03804,4.004994855
2418,sex scene,146,311,0.31947483600000004,0.6805251640000001,457,0.00914,5.569823042
2419,sexi,377,329,0.533994334,0.46600566600000004,706,0.014119999999999999,5.142714823
2420,sexual,592,569,0.509905254,0.490094746,1161,0.023219999999999998,4.551575263
2421,sh,131,199,0.396969697,0.6030303029999999,330,0.0066,5.90900164
2422,shadow,273,203,0.5735294120000001,0.426470588,476,0.00952,5.522688963999999
2423,shake,154,197,0.438746439,0.561253561,351,0.00702,5.90090443
2424,shakespear,150,117,0.561797753,0.43820224700000004,267,0.00534,5.892872258
2425,shallow,113,321,0.26036866399999997,0.739631336,434,0.00868,5.662819299
2426,shame,539,708,0.43223737,0.56776263,1247,0.02494,4.608979831
2427,shape,202,187,0.519280206,0.480719794,389,0.00778,5.77479297
2428,share,611,363,0.6273100620000001,0.37268993799999994,974,0.01948,4.873784293
2429,sharp,277,129,0.68226601,0.31773399,406,0.00812,5.735298871
2430,sheer,254,228,0.5269709539999999,0.473029046,482,0.009640000000000001,5.615240522000001
2431,sheriff,125,144,0.464684015,0.535315985,269,0.005379999999999999,5.936475896
2432,shi,165,84,0.662650602,0.33734939799999997,249,0.00498,6.240068458
2433,shift,175,118,0.597269625,0.402730375,293,0.00586,6.0832259870000005
2434,shine,402,217,0.649434572,0.35056542799999996,619,0.01238,5.333637495
2435,ship,213,238,0.47228381399999997,0.527716186,451,0.00902,5.3583301080000005
2436,shirt,97,167,0.367424242,0.632575758,264,0.00528,6.1328229279999995
2437,shock,720,735,0.49484536100000004,0.505154639,1455,0.0291,4.392059444
2438,shoe,163,133,0.550675676,0.449324324,296,0.00592,6.0452467389999995
2439,shoot,625,966,0.392834695,0.607165305,1591,0.03182,4.292004296
2440,shop,246,283,0.465028355,0.534971645,529,0.010579999999999999,5.412918297999999
2442,short film,154,116,0.57037037,0.42962963,270,0.0054,6.054607181000001
2443,shortli,128,117,0.52244898,0.47755102,245,0.0049,6.294345345
2445,shoulder,144,121,0.543396226,0.45660377399999996,265,0.0053,6.188586502000001
2446,shout,111,183,0.37755102,0.62244898,294,0.00588,6.0832259870000005
2448,showcas,168,123,0.5773195879999999,0.422680412,291,0.0058200000000000005,6.076795096000001
2449,shower,74,171,0.302040816,0.697959184,245,0.0049,6.185008681
2450,shown,869,711,0.55,0.45,1580,0.0316,4.336553868
2451,shut,127,202,0.38601823700000004,0.613981763,329,0.00658,5.953330227
2452,sick,337,474,0.415536375,0.584463625,811,0.01622,5.005255387
2453,side,285,204,0.582822086,0.417177914,489,0.00978,5.5621306960000005
2454,sight,344,331,0.50962963,0.49037037,675,0.0135,5.250316864
2455,sign,346,477,0.42041312299999994,0.579586877,823,0.01646,5.041013387
2456,signific,232,193,0.545882353,0.454117647,425,0.0085,5.701701086
2457,silenc,166,124,0.572413793,0.42758620700000005,290,0.0058,6.067225645
2458,silent,349,233,0.5996563570000001,0.40034364299999997,582,0.011640000000000001,5.243328715
2459,silli,503,1005,0.333554377,0.666445623,1508,0.030160000000000003,4.379064577
2460,silver,139,110,0.558232932,0.441767068,249,0.00498,6.163806472999999
2461,similar,948,651,0.5928705439999999,0.407129456,1599,0.03198,4.3610355919999995
2462,simon,144,87,0.623376623,0.37662337700000004,231,0.00462,6.073595094
2463,simpl,1054,584,0.6434676429999999,0.356532357,1638,0.032760000000000004,4.317060073
2465,sin,125,121,0.508130081,0.491869919,246,0.00492,6.163806472999999
2466,sing,591,418,0.585728444,0.41427155600000004,1009,0.02018,4.6420158680000005
2467,singer,280,190,0.595744681,0.404255319,470,0.0094,5.488296434
2468,singl,648,845,0.43402545200000003,0.565974548,1493,0.02986,4.430852187
2469,sinist,158,109,0.5917603,0.4082397,267,0.00534,6.160316067999999
2470,sink,109,192,0.36212624600000004,0.637873754,301,0.00602,6.023740533
2471,sir,160,87,0.647773279,0.352226721,247,0.00494,6.11601581
2472,sister,699,451,0.6078260870000001,0.392173913,1150,0.023,4.521353183
2473,sit,811,1327,0.379326473,0.620673527,2138,0.04276,4.067033475
2474,sitcom,101,146,0.40890688299999994,0.591093117,247,0.00494,6.02070563
2475,site,231,233,0.49784482799999996,0.502155172,464,0.00928,5.593261615
2476,situat,1021,778,0.567537521,0.432462479,1799,0.03598,4.194691136
2477,size,116,179,0.393220339,0.606779661,295,0.0059,6.067225645
2478,skill,457,390,0.539551358,0.460448642,847,0.01694,4.977115002
2479,skin,183,247,0.425581395,0.574418605,430,0.0086,5.67561265
2480,skip,148,490,0.231974922,0.768025078,638,0.012759999999999999,5.297705486
2481,sky,182,131,0.581469649,0.418530351,313,0.00626,5.892872258
2482,slap,112,241,0.317280453,0.682719547,353,0.0070599999999999994,5.876998909
2483,slapstick,180,170,0.514285714,0.485714286,350,0.006999999999999999,5.874377676
2484,slasher,109,255,0.299450549,0.700549451,364,0.00728,5.467168888
2485,sleazi,120,136,0.46875,0.53125,256,0.00512,6.167309104
2486,sleep,331,535,0.38221709,0.61778291,866,0.01732,4.950783834
2487,slight,155,131,0.5419580420000001,0.45804195799999997,286,0.00572,6.12943883
2488,slightli,473,471,0.501059322,0.49894067799999997,944,0.01888,4.9100450030000005
2489,slip,148,132,0.528571429,0.471428571,280,0.0056,6.146475017
2490,slow,808,1021,0.44177146,0.55822854,1829,0.03658,4.197134333
2491,slowli,403,298,0.57489301,0.42510699,701,0.01402,5.198392632
2493,small town,202,153,0.569014085,0.430985915,355,0.0071,5.858792945
2494,smart,394,336,0.539726027,0.46027397299999995,730,0.0146,5.133937337
2495,smile,479,308,0.608640407,0.39135959299999995,787,0.01574,5.099578129
2496,smith,251,181,0.581018519,0.418981481,432,0.00864,5.468912567
2497,smoke,208,253,0.451193059,0.548806941,461,0.00922,5.595239855
2498,snake,70,109,0.39106145299999995,0.608938547,179,0.00358,6.255277877
2499,snow,107,110,0.493087558,0.5069124420000001,217,0.00434,6.262970223
2500,so,628,922,0.40516129,0.59483871,1550,0.031,4.339934153
2501,so cal,91,187,0.327338129,0.672661871,278,0.00556,6.153371596
2502,soap,135,263,0.33919598,0.66080402,398,0.00796,5.637713377000001
2503,soap opera,88,185,0.322344322,0.6776556779999999,273,0.0054600000000000004,6.070405298
2504,social,524,328,0.615023474,0.38497652600000004,852,0.01704,4.934288614
2505,societi,617,338,0.646073298,0.35392670200000004,955,0.0191,4.781892321
2506,soft,242,259,0.48303393200000005,0.516966068,501,0.010020000000000001,5.50083017
2507,sold,136,142,0.48920863299999995,0.510791367,278,0.00556,6.1362185170000005
2508,soldier,331,319,0.509230769,0.49076923100000003,650,0.013000000000000001,4.94870699
2509,sole,162,263,0.381176471,0.618823529,425,0.0085,5.71723969
2510,solid,606,242,0.714622642,0.285377358,848,0.01696,5.012968924
2511,solv,206,183,0.5295629820000001,0.470437018,389,0.00778,5.770064829
2512,som,155,187,0.453216374,0.546783626,342,0.006840000000000001,5.970473504
2513,somebodi,149,350,0.298597194,0.7014028059999999,499,0.00998,5.528229145
2514,somewhat,879,706,0.554574132,0.44542586799999995,1585,0.0317,4.379651604
2515,son,826,660,0.555854643,0.444145357,1486,0.02972,4.216398944
2517,soon,1027,790,0.565217391,0.434782609,1817,0.03634,4.190794395
2518,sophist,180,130,0.580645161,0.419354839,310,0.0062,6.039054768
2519,sorri,357,1000,0.263080324,0.736919676,1357,0.027139999999999997,4.53087059
2521,soul,499,340,0.5947556620000001,0.405244338,839,0.01678,4.951823875
2523,sound like,232,514,0.310991957,0.689008043,746,0.01492,5.150300194
2524,soundtrack,833,525,0.613402062,0.386597938,1358,0.027160000000000004,4.502585876
2525,sourc,234,217,0.5188470070000001,0.481152993,451,0.00902,5.61928911
2526,south,308,243,0.558983666,0.441016334,551,0.01102,5.284557013
2527,southern,158,136,0.537414966,0.462585034,294,0.00588,6.0026871239999995
2528,space,418,538,0.437238494,0.562761506,956,0.019119999999999998,4.699353912
2529,spanish,145,147,0.49657534200000003,0.503424658,292,0.00584,5.858792945
2530,spare,123,189,0.394230769,0.605769231,312,0.00624,6.051477287999999
2531,spark,113,136,0.453815261,0.546184739,249,0.00498,6.228811304
2532,speak,832,1002,0.45365321700000005,0.546346783,1834,0.036680000000000004,4.1995835139999995
2534,special effect,647,1093,0.37183908,0.62816092,1740,0.0348,4.2335019769999995
2535,specif,281,195,0.590336134,0.409663866,476,0.00952,5.583428694
2536,spectacular,313,137,0.695555556,0.304444444,450,0.009000000000000001,5.65648348
2537,speech,230,215,0.5168539329999999,0.483146067,445,0.0089,5.5912872810000005
2538,speed,189,223,0.458737864,0.5412621360000001,412,0.00824,5.673469027
2539,spell,178,184,0.491712707,0.508287293,362,0.007240000000000001,5.838384072999999
2540,spend,573,901,0.38873812799999996,0.611261872,1474,0.029480000000000003,4.4635184080000005
2541,spend time,137,236,0.367292225,0.632707775,373,0.00746,5.858792945
2542,spent,356,690,0.34034416799999995,0.659655832,1046,0.020919999999999998,4.802292141000001
2543,spi,176,114,0.606896552,0.39310344799999997,290,0.0058,5.939265298
2544,spin,183,178,0.506925208,0.49307479200000004,361,0.00722,5.861373591
2545,spirit,602,397,0.602602603,0.39739739700000004,999,0.01998,4.763623
2546,spiritu,143,83,0.632743363,0.36725663700000005,226,0.004520000000000001,6.25145378
2547,spite,178,139,0.561514196,0.438485804,317,0.00634,5.970473504
2548,split,176,147,0.544891641,0.45510835899999996,323,0.00646,5.982067837000001
2549,spoil,419,365,0.534438776,0.465561224,784,0.01568,5.106842084
2550,spoiler,460,734,0.385259631,0.614740369,1194,0.023880000000000002,4.6149057739999995
2551,spoilers,86,122,0.41346153799999996,0.586538462,208,0.0041600000000000005,6.286408795
2552,spoken,151,129,0.539285714,0.46071428600000003,280,0.0056,6.12943883
2553,spoof,137,187,0.42283950600000003,0.577160494,324,0.00648,5.80853111
2554,sport,227,206,0.524249423,0.475750577,433,0.00866,5.526379005
2555,spot,540,436,0.553278689,0.446721311,976,0.01952,4.877641579
2556,spread,133,114,0.538461538,0.46153846200000004,247,0.00494,6.2785347389999995
2557,spring,148,86,0.632478632,0.36752136799999996,234,0.00468,6.294345345
2558,st,98,98,0.5,0.5,196,0.00392,6.27462084
2559,stab,94,173,0.352059925,0.647940075,267,0.00534,6.092950537
2560,stage,660,533,0.553227158,0.446772842,1193,0.02386,4.57628531
2561,stalk,98,143,0.40663900399999997,0.593360996,241,0.0048200000000000005,6.210326489
2563,standard,600,706,0.45941807,0.54058193,1306,0.026119999999999997,4.567035866
2565,star trek,88,88,0.5,0.5,176,0.00352,6.294345345
2566,star war,113,142,0.443137255,0.556862745,255,0.0051,6.076795096000001
2567,stare,121,248,0.327913279,0.6720867209999999,369,0.007379999999999999,5.848536444
2569,start finish,179,114,0.6109215020000001,0.389078498,293,0.00586,6.11601581
2570,state,869,757,0.534440344,0.465559656,1626,0.03252,4.312657204
2571,statement,196,221,0.47002398100000004,0.529976019,417,0.00834,5.703906159
2572,station,303,267,0.5315789470000001,0.468421053,570,0.0114,5.3170082380000006
2573,statu,254,188,0.5746606329999999,0.425339367,442,0.00884,5.637713377000001
2574,stay,915,1124,0.44874938700000006,0.551250613,2039,0.040780000000000004,4.109144961
2575,stay away,69,285,0.19491525399999998,0.8050847459999999,354,0.0070799999999999995,5.895542487
2576,steal,608,435,0.582933845,0.417066155,1043,0.02086,4.785410354
2577,step,482,348,0.580722892,0.41927710799999995,830,0.0166,4.961233249
2578,stephen,250,178,0.58411215,0.41588785,428,0.00856,5.589316837
2579,stereotyp,323,622,0.34179894200000005,0.658201058,945,0.0189,4.8304630180000006
2580,steve,242,209,0.5365853660000001,0.463414634,451,0.00902,5.453327836000001
2581,steven,192,214,0.472906404,0.527093596,406,0.00812,5.575631383999999
2582,stewart,171,73,0.7008196720000001,0.299180328,244,0.00488,5.851090724
2583,stick,421,711,0.37190812700000003,0.628091873,1132,0.02264,4.73473399
2584,stiff,90,164,0.35433070899999997,0.645669291,254,0.0050799999999999994,6.2591166529999995
2585,stink,36,211,0.145748988,0.854251012,247,0.00494,6.225086905
2586,stock,180,331,0.352250489,0.647749511,511,0.01022,5.482972553
2587,stolen,143,172,0.45396825399999996,0.546031746,315,0.0063,5.987915807
2588,stomach,127,195,0.39440993799999996,0.605590062,322,0.00644,5.993798177
2589,stone,216,214,0.502325581,0.497674419,430,0.0086,5.502633597000001
2590,stood,156,89,0.6367346939999999,0.363265306,245,0.0049,6.290369197
2592,store,389,570,0.405630865,0.594369135,959,0.019180000000000003,4.850007614
2594,stori film,159,99,0.61627907,0.38372093,258,0.0051600000000000005,6.240068458
2595,stori line,397,425,0.48296837,0.51703163,822,0.01644,5.028576821000001
2596,stori movi,125,127,0.496031746,0.503968254,252,0.00504,6.270722199
2597,stori told,217,82,0.725752508,0.274247492,299,0.00598,6.0962131820000005
2598,storm,149,130,0.534050179,0.46594982100000004,279,0.00558,6.054607181000001
2599,story,296,262,0.53046595,0.46953405,558,0.01116,5.439675747000001
2600,storylin,555,704,0.440826052,0.559173948,1259,0.02518,4.582020092
2601,storytel,195,122,0.615141956,0.384858044,317,0.00634,5.984987547
2602,straight,568,815,0.410701374,0.589298626,1383,0.02766,4.498609727
2603,strang,860,784,0.523114355,0.476885645,1644,0.03288,4.288781952
2604,stranger,227,171,0.570351759,0.42964824100000004,398,0.00796,5.686400241
2605,street,669,562,0.543460601,0.456539399,1231,0.02462,4.534977372
2606,strength,379,154,0.711069418,0.288930582,533,0.01066,5.470659293
2607,stress,139,114,0.549407115,0.450592885,253,0.00506,6.255277877
2608,stretch,182,322,0.36111111100000004,0.638888889,504,0.01008,5.5583066
2609,strike,386,256,0.6012461060000001,0.398753894,642,0.01284,5.294768626000001
2610,string,168,200,0.456521739,0.543478261,368,0.007359999999999999,5.861373591
2611,strip,142,195,0.421364985,0.578635015,337,0.00674,5.898219865
2612,strong,1162,478,0.708536585,0.291463415,1640,0.0328,4.292004296
2613,strongli,271,146,0.649880096,0.350119904,417,0.00834,5.751372696000001
2614,struck,158,106,0.598484848,0.40151515200000004,264,0.00528,6.210326489
2615,structur,229,188,0.549160671,0.450839329,417,0.00834,5.673469027
2616,struggl,590,421,0.583580613,0.41641938700000003,1011,0.02022,4.772281063
2617,stuck,253,382,0.398425197,0.601574803,635,0.0127,5.326044444
2618,student,392,556,0.41350211,0.58649789,948,0.01896,4.7533313139999995
2619,studi,443,302,0.594630872,0.40536912799999997,745,0.0149,5.12153023
2620,studio,509,436,0.538624339,0.461375661,945,0.0189,4.796039329
2621,stuff,850,1020,0.454545455,0.545454545,1870,0.0374,4.162043013
2622,stumbl,218,217,0.501149425,0.498850575,435,0.0087,5.719479332000001
2623,stun,613,213,0.7421307509999999,0.25786924899999997,826,0.01652,5.042151691
2624,stunt,177,194,0.477088949,0.522911051,371,0.00742,5.701701086
2626,styl,125,130,0.490196078,0.509803922,255,0.0051,6.221376325
2628,stylish,167,90,0.649805447,0.35019455299999996,257,0.00514,6.195780778
2629,sub,225,401,0.35942492,0.64057508,626,0.01252,5.264441392
2630,subject,767,711,0.51894452,0.48105548,1478,0.029560000000000003,4.382003163
2631,subject matter,209,153,0.577348066,0.422651934,362,0.007240000000000001,5.853651545
2632,subplot,182,210,0.46428571399999996,0.535714286,392,0.00784,5.779543573
2633,subsequ,215,110,0.661538462,0.33846153799999995,325,0.0065,5.999715354
2634,substanc,125,239,0.343406593,0.656593407,364,0.00728,5.861373591
2635,subtitl,249,137,0.64507772,0.35492228,386,0.00772,5.7061161039999995
2636,subtl,585,176,0.7687253609999999,0.23127463899999998,761,0.01522,5.117837918
2637,subtleti,140,107,0.566801619,0.433198381,247,0.00494,6.262970223
2638,succe,216,102,0.679245283,0.32075471699999997,318,0.00636,6.032900903
2639,succeed,255,241,0.514112903,0.48588709700000005,496,0.00992,5.567894401
2640,success,1156,823,0.584133401,0.415866599,1979,0.039580000000000004,4.105567139
2641,suck,247,868,0.22152466399999998,0.778475336,1115,0.0223,4.661284287
2642,sudden,188,191,0.49604221600000004,0.503957784,379,0.00758,5.806083127999999
2643,suddenli,362,500,0.41995359600000004,0.580046404,862,0.017240000000000002,4.977115002
2644,suffer,567,677,0.455787781,0.5442122189999999,1244,0.024880000000000003,4.615648992
2645,suggest,644,642,0.500777605,0.499222395,1286,0.02572,4.569872747
2646,suicid,283,270,0.511754069,0.488245931,553,0.011059999999999999,5.34745199
2647,suit,387,476,0.44843568899999997,0.551564311,863,0.01726,4.961233249
2648,suitabl,165,119,0.580985915,0.419014085,284,0.005679999999999999,6.12943883
2649,sum,194,356,0.35272727299999995,0.647272727,550,0.011000000000000001,5.488296434
2650,summari,151,215,0.412568306,0.587431694,366,0.00732,5.895542487
2651,summer,296,221,0.572533849,0.427466151,517,0.01034,5.39492926
2652,sun,179,141,0.559375,0.440625,320,0.0064,5.92539545
2653,sunday,160,115,0.581818182,0.418181818,275,0.0055,6.086457007000001
2654,super,301,399,0.43,0.57,700,0.013999999999999999,5.128956007
2655,superb,948,163,0.8532853290000001,0.146714671,1111,0.02222,4.730555129
2656,superior,334,272,0.551155116,0.448844884,606,0.01212,5.344365568
2657,supernatur,143,182,0.44,0.56,325,0.0065,5.942062502000001
2658,support,1406,770,0.646139706,0.35386029399999996,2176,0.043519999999999996,4.0179978819999995
2659,support cast,424,191,0.689430894,0.31056910600000004,615,0.0123,5.375667028
2660,support role,179,88,0.670411985,0.329588015,267,0.00534,6.213996217999999
2662,supposedli,189,468,0.287671233,0.712328767,657,0.01314,5.287463992
2664,surfac,229,150,0.604221636,0.395778364,379,0.00758,5.786712062
2666,surprisingli,521,295,0.6384803920000001,0.361519608,816,0.016319999999999998,5.0663603660000005
2667,surreal,286,126,0.694174757,0.305825243,412,0.00824,5.690748074
2668,surround,401,306,0.56718529,0.43281471,707,0.01414,5.199725078
2669,surviv,504,426,0.541935484,0.45806451600000003,930,0.0186,4.8481296789999995
2670,survivor,121,156,0.436823105,0.563176895,277,0.00554,6.109371267
2671,susan,130,97,0.572687225,0.427312775,227,0.00454,6.181443615
2672,suspect,426,390,0.522058824,0.477941176,816,0.016319999999999998,5.015183764
2673,suspens,731,734,0.498976109,0.501023891,1465,0.0293,4.365657206
2674,swear,108,218,0.331288344,0.668711656,326,0.006520000000000001,5.973359509
2675,sweet,668,267,0.714438503,0.285561497,935,0.0187,4.886375258
2676,swim,139,107,0.56504065,0.43495935,246,0.00492,6.170824046
2677,switch,151,256,0.37100737100000003,0.628992629,407,0.008140000000000001,5.742156041
2678,sword,120,150,0.444444444,0.5555555560000001,270,0.0054,6.011655794
2679,symbol,298,170,0.636752137,0.36324786299999995,468,0.00936,5.47591785
2680,sympathet,274,164,0.625570776,0.374429224,438,0.008759999999999999,5.697305475
2681,sympathi,168,218,0.43523316100000004,0.564766839,386,0.00772,5.806083127999999
2682,ta,125,150,0.454545455,0.545454545,275,0.0055,6.109371267
2683,tabl,182,191,0.487935657,0.5120643429999999,373,0.00746,5.798774935
2685,take place,435,332,0.56714472,0.43285528,767,0.015340000000000001,5.122764037
2686,taken,929,847,0.523085586,0.476914414,1776,0.035519999999999996,4.270715573
2687,tale,830,436,0.655608215,0.344391785,1266,0.02532,4.517975942
2690,tape,339,278,0.549432739,0.450567261,617,0.01234,5.270147542
2691,target,236,283,0.45472061700000005,0.545279383,519,0.01038,5.481204206
2692,task,206,152,0.575418994,0.42458100600000004,358,0.00716,5.869155732
2693,tast,496,497,0.499496475,0.500503525,993,0.01986,4.853774097
2694,taylor,155,100,0.607843137,0.39215686299999997,255,0.0051,5.964726362
2695,tea,159,172,0.48036253799999995,0.519637462,331,0.00662,5.953330227
2696,teach,279,241,0.536538462,0.46346153799999995,520,0.0104,5.436291649
2697,teacher,264,244,0.519685039,0.48031496100000004,508,0.010159999999999999,5.377258117999999
2698,team,633,514,0.551874455,0.448125545,1147,0.022940000000000002,4.5578711919999995
2699,tear,553,262,0.678527607,0.321472393,815,0.0163,5.035341222
2700,technic,347,366,0.486676017,0.5133239829999999,713,0.01426,5.165645764
2701,techniqu,260,189,0.5790645879999999,0.420935412,449,0.00898,5.5912872810000005
2702,technolog,198,167,0.542465753,0.457534247,365,0.0073,5.7819273639999995
2703,tediou,69,335,0.17079207899999999,0.829207921,404,0.00808,5.789113024
2704,teen,392,419,0.483353884,0.516646116,811,0.01622,4.9170555469999995
2705,teenag,561,528,0.515151515,0.484848485,1089,0.02178,4.646606542
2706,teeth,115,197,0.368589744,0.631410256,312,0.00624,6.0026871239999995
2707,televis,694,522,0.570723684,0.429276316,1216,0.024319999999999998,4.534977372
2709,tell stori,428,225,0.655436447,0.34456355299999997,653,0.013059999999999999,5.258767618
2710,ten,264,150,0.637681159,0.362318841,414,0.00828,5.721724002
2711,tend,384,211,0.6453781510000001,0.354621849,595,0.0119,5.3630286289999995
2712,tender,192,59,0.7649402390000001,0.235059761,251,0.00502,6.255277877
2713,tension,462,431,0.517357223,0.482642777,893,0.01786,4.920075177
2714,term,555,477,0.537790698,0.46220930200000004,1032,0.020640000000000002,4.793371476
2716,terrif,582,139,0.807212205,0.192787795,721,0.014419999999999999,5.150300194
2717,terrifi,192,123,0.60952381,0.39047619,315,0.0063,5.982067837000001
2718,territori,143,103,0.5813008129999999,0.41869918700000003,246,0.00492,6.243849181
2719,terror,268,264,0.503759398,0.49624060200000003,532,0.01064,5.419540839
2720,terrorist,106,118,0.47321428600000004,0.526785714,224,0.00448,6.0962131820000005
2721,test,270,240,0.529411765,0.470588235,510,0.0102,5.451611098
2722,texa,168,168,0.5,0.5,336,0.00672,5.813445125
2723,text,106,130,0.44915254200000004,0.550847458,236,0.00472,6.199397417999999
2725,th act,200,292,0.406504065,0.593495935,492,0.00984,5.61928911
2726,th film,588,383,0.6055612770000001,0.394438723,971,0.01942,4.847192033
2727,th movi,345,364,0.48660084600000003,0.513399154,709,0.014180000000000002,5.2023953060000006
2728,th plot,184,272,0.403508772,0.596491228,456,0.00912,5.67561265
2729,th stori,374,243,0.606158833,0.39384116700000005,617,0.01234,5.364599721
2730,thank,1076,790,0.576634512,0.42336548799999996,1866,0.03732,4.205979599
2731,that,599,836,0.417421603,0.582578397,1435,0.0287,4.472498583
2733,the top,164,188,0.465909091,0.534090909,352,0.00704,5.90090443
2734,theater,683,807,0.458389262,0.5416107379999999,1490,0.0298,4.373213185
2735,theatr,276,259,0.51588785,0.48411215,535,0.0107,5.380447912999999
2736,theatric,239,170,0.584352078,0.415647922,409,0.00818,5.715005052
2737,them,263,332,0.442016807,0.557983193,595,0.0119,5.406339327
2738,theme,1057,661,0.6152502910000001,0.384749709,1718,0.03436,4.21142381
2739,then,176,260,0.403669725,0.596330275,436,0.00872,5.688571795
2740,theori,121,164,0.424561404,0.575438596,285,0.0057,5.959012061
2741,ther,635,825,0.43493150700000005,0.565068493,1460,0.0292,4.466716364
2742,there,195,232,0.45667447299999997,0.543325527,427,0.00854,5.737579374
2743,they,136,179,0.43174603200000006,0.5682539679999999,315,0.0063,5.996752389
2745,thi film,359,288,0.554868624,0.445131376,647,0.01294,5.3065681730000005
2746,thi movi,430,448,0.489749431,0.510250569,878,0.01756,4.993253061
2748,thing film,154,223,0.408488064,0.591511936,377,0.007540000000000001,5.848536444
2749,thing happen,170,209,0.448548813,0.5514511870000001,379,0.00758,5.838384072999999
2750,thing like,238,261,0.476953908,0.5230460920000001,499,0.00998,5.583428694
2751,thing make,107,149,0.41796875,0.58203125,256,0.00512,6.255277877
2752,thing movi,188,432,0.30322580600000004,0.6967741940000001,620,0.0124,5.366173285
2753,thing realli,109,143,0.43253968299999995,0.567460317,252,0.00504,6.282464017000001
2754,thing say,73,200,0.267399267,0.732600733,273,0.0054600000000000004,6.192177171
2756,think film,210,179,0.539845758,0.46015424200000005,389,0.00778,5.830836867
2757,think movi,318,315,0.5023696679999999,0.497630332,633,0.01266,5.32907475
2758,thirti,148,160,0.480519481,0.519480519,308,0.0061600000000000005,6.035973102000001
2759,this,153,288,0.346938776,0.653061224,441,0.00882,5.708330945
2760,thoma,243,164,0.597051597,0.40294840299999996,407,0.008140000000000001,5.597222016
2761,thoroughli,392,213,0.647933884,0.35206611600000004,605,0.0121,5.377258117999999
2762,though,127,117,0.520491803,0.479508197,244,0.00488,6.286408795
2764,thought movi,165,160,0.507692308,0.492307692,325,0.0065,6.017679909
2765,thought provok,231,86,0.728706625,0.271293375,317,0.00634,6.035973102000001
2766,thousand,243,287,0.458490566,0.541509434,530,0.0106,5.472409075
2767,threat,129,118,0.522267206,0.47773279399999996,247,0.00494,6.192177171
2768,threaten,242,247,0.494887526,0.505112474,489,0.00978,5.575631383999999
2769,thrill,431,306,0.584803256,0.415196744,737,0.014740000000000001,5.145236892
