,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
sourc,234.0,217.0,0.5188470066518847,0.48115299334811534,451.0,0.00902,5.619289110167595
south,308.0,243.0,0.558983666061706,0.441016333938294,551.0,0.01102,5.284557013196627
southern,158.0,136.0,0.5374149659863946,0.4625850340136054,294.0,0.00588,6.002687124247082
space,418.0,538.0,0.4372384937238494,0.5627615062761506,956.0,0.01912,4.6993539118177985
spanish,145.0,147.0,0.4965753424657534,0.5034246575342466,292.0,0.00584,5.858792944587012
spare,123.0,189.0,0.3942307692307692,0.6057692307692308,312.0,0.00624,6.051477288416514
spark,113.0,136.0,0.4538152610441767,0.5461847389558233,249.0,0.00498,6.2288113036994295
speak,832.0,1002.0,0.4536532170119956,0.5463467829880044,1834.0,0.03668,4.199583513635831
special,1532.0,1688.0,0.47577639751552797,0.524223602484472,3220.0,0.0644,3.5844376404569376
special effect,647.0,1093.0,0.3718390804597701,0.6281609195402299,1740.0,0.0348,4.233501977057566
specif,281.0,195.0,0.5903361344537815,0.4096638655462185,476.0,0.00952,5.583428694006582
spectacular,313.0,137.0,0.6955555555555556,0.3044444444444444,450.0,0.009,5.656483480175645
speech,230.0,215.0,0.5168539325842697,0.4831460674157303,445.0,0.0089,5.5912872806191025
speed,189.0,223.0,0.4587378640776699,0.5412621359223301,412.0,0.00824,5.6734690265413885
spell,178.0,184.0,0.49171270718232046,0.5082872928176796,362.0,0.00724,5.838384072955805
spend,573.0,901.0,0.3887381275440977,0.6112618724559022,1474.0,0.02948,4.463518407659537
spend time,137.0,236.0,0.3672922252010724,0.6327077747989276,373.0,0.00746,5.858792944587012
spent,356.0,690.0,0.3403441682600382,0.6596558317399618,1046.0,0.02092,4.80229214126903
spi,176.0,114.0,0.6068965517241379,0.3931034482758621,290.0,0.0058,5.939265297809586
spin,183.0,178.0,0.5069252077562327,0.49307479224376727,361.0,0.00722,5.861373591180504
spirit,602.0,397.0,0.6026026026026026,0.39739739739739743,999.0,0.01998,4.763623000109876
spiritu,143.0,83.0,0.6327433628318584,0.3672566371681416,226.0,0.00452,6.2514537804491885
spite,178.0,139.0,0.5615141955835962,0.43848580441640383,317.0,0.00634,5.970473504263427
split,176.0,147.0,0.544891640866873,0.45510835913312697,323.0,0.00646,5.982067837044346
spoil,419.0,365.0,0.5344387755102041,0.46556122448979587,784.0,0.01568,5.106842083533216
spoiler,460.0,734.0,0.3852596314907873,0.6147403685092128,1194.0,0.02388,4.614905774005613
spoilers,86.0,122.0,0.41346153846153844,0.5865384615384616,208.0,0.00416,6.286408795482766
spoken,151.0,129.0,0.5392857142857143,0.46071428571428574,280.0,0.0056,6.129438829886225
spoof,137.0,187.0,0.4228395061728395,0.5771604938271605,324.0,0.00648,5.808531109806124
sport,227.0,206.0,0.5242494226327945,0.4757505773672055,433.0,0.00866,5.526379005363804
spot,540.0,436.0,0.5532786885245902,0.44672131147540983,976.0,0.01952,4.877641578510817
spread,133.0,114.0,0.5384615384615384,0.46153846153846156,247.0,0.00494,6.278534739051859
spring,148.0,86.0,0.6324786324786325,0.36752136752136755,234.0,0.00468,6.294345345078502
st,98.0,98.0,0.5,0.5,196.0,0.00392,6.274620839730724
stab,94.0,173.0,0.352059925093633,0.6479400749063671,267.0,0.00534,6.092950536623088
stage,660.0,533.0,0.5532271584241408,0.44677284157585917,1193.0,0.02386,4.576285309544804
stalk,98.0,143.0,0.4066390041493776,0.5933609958506224,241.0,0.00482,6.210326489025326
stand,1242.0,1069.0,0.5374296841194288,0.4625703158805712,2311.0,0.04622,3.9786985187881663
standard,600.0,706.0,0.45941807044410415,0.5405819295558958,1306.0,0.02612,4.567035866157099
star trek,88.0,88.0,0.5,0.5,176.0,0.00352,6.294345345078502
star war,113.0,142.0,0.44313725490196076,0.5568627450980392,255.0,0.0051,6.0767950964008035
stare,121.0,248.0,0.32791327913279134,0.6720867208672087,369.0,0.00738,5.848536444419823
start finish,179.0,114.0,0.6109215017064846,0.3890784982935154,293.0,0.00586,6.116015809554085
state,869.0,757.0,0.534440344403444,0.465559655596556,1626.0,0.03252,4.312657204482678
statement,196.0,221.0,0.47002398081534774,0.5299760191846523,417.0,0.00834,5.703906158727252
station,303.0,267.0,0.531578947368421,0.46842105263157896,570.0,0.0114,5.317008238294662
statu,254.0,188.0,0.5746606334841629,0.42533936651583715,442.0,0.00884,5.637713377493654
stay,915.0,1124.0,0.44874938695438943,0.5512506130456105,2039.0,0.04078,4.109144960709084
stay away,69.0,285.0,0.19491525423728814,0.8050847457627118,354.0,0.00708,5.895542486795754
steal,608.0,435.0,0.5829338446788112,0.41706615532118885,1043.0,0.02086,4.785410354294783
step,482.0,348.0,0.5807228915662651,0.4192771084337349,830.0,0.0166,4.961233249418921
stephen,250.0,178.0,0.5841121495327103,0.4158878504672897,428.0,0.00856,5.589316836631804
stereotyp,323.0,622.0,0.3417989417989418,0.6582010582010582,945.0,0.0189,4.830463018235726
steve,242.0,209.0,0.5365853658536586,0.46341463414634143,451.0,0.00902,5.453327836478848
steven,192.0,214.0,0.4729064039408867,0.5270935960591133,406.0,0.00812,5.57563138354655
stewart,171.0,73.0,0.7008196721311475,0.2991803278688525,244.0,0.00488,5.85109072422492
stick,421.0,711.0,0.37190812720848054,0.6280918727915195,1132.0,0.02264,4.734733990257738
stiff,90.0,164.0,0.3543307086614173,0.6456692913385826,254.0,0.00508,6.259116653194758
stink,36.0,211.0,0.145748987854251,0.854251012145749,247.0,0.00494,6.225086904608447
stock,180.0,331.0,0.3522504892367906,0.6477495107632094,511.0,0.01022,5.482972553063845
stolen,143.0,172.0,0.45396825396825397,0.5460317460317461,315.0,0.0063,5.987915806926769
stomach,127.0,195.0,0.3944099378881988,0.6055900621118012,322.0,0.00644,5.993798176829835
stone,216.0,214.0,0.5023255813953489,0.4976744186046511,430.0,0.0086,5.502633597463002
stood,156.0,89.0,0.636734693877551,0.363265306122449,245.0,0.0049,6.290369196698863
stop,1139.0,1394.0,0.44966442953020136,0.5503355704697986,2533.0,0.05066,3.8831381289848594
store,389.0,570.0,0.4056308654848801,0.5943691345151199,959.0,0.01918,4.850007614308696
stori film,159.0,99.0,0.6162790697674418,0.38372093023255816,258.0,0.00516,6.240068458224063
stori line,397.0,425.0,0.4829683698296837,0.5170316301703163,822.0,0.01644,5.0285768214841005
stori movi,125.0,127.0,0.49603174603174605,0.503968253968254,252.0,0.00504,6.270722199315066
stori told,217.0,82.0,0.725752508361204,0.274247491638796,299.0,0.00598,6.096213182257905
storm,149.0,130.0,0.5340501792114696,0.4659498207885304,279.0,0.00558,6.054607181425442
story,296.0,262.0,0.5304659498207885,0.46953405017921146,558.0,0.01116,5.43967574731052
storylin,555.0,704.0,0.44082605242255757,0.5591739475774424,1259.0,0.02518,4.582020092286843
storytel,195.0,122.0,0.6151419558359621,0.3848580441640379,317.0,0.00634,5.98498754714768
straight,568.0,815.0,0.4107013738250181,0.589298626174982,1383.0,0.02766,4.498609727470807
strang,860.0,784.0,0.5231143552311436,0.4768856447688564,1644.0,0.03288,4.28878195213237
stranger,227.0,171.0,0.5703517587939698,0.4296482412060302,398.0,0.00796,5.686400241213637
street,669.0,562.0,0.5434606011372868,0.4565393988627132,1231.0,0.02462,4.534977371641682
strength,379.0,154.0,0.7110694183864915,0.2889305816135085,533.0,0.01066,5.470659292830488
stress,139.0,114.0,0.549407114624506,0.450592885375494,253.0,0.00506,6.255277876887592
stretch,182.0,322.0,0.3611111111111111,0.6388888888888888,504.0,0.01008,5.558306599889243
strike,386.0,256.0,0.6012461059190031,0.39875389408099693,642.0,0.01284,5.294768626366824
string,168.0,200.0,0.45652173913043476,0.5434782608695652,368.0,0.00736,5.861373591180504
strip,142.0,195.0,0.42136498516320475,0.5786350148367952,337.0,0.00674,5.89821986456647
strong,1162.0,478.0,0.7085365853658536,0.2914634146341464,1640.0,0.0328,4.292004296488842
strongli,271.0,146.0,0.6498800959232613,0.35011990407673865,417.0,0.00834,5.751372695966175
struck,158.0,106.0,0.5984848484848485,0.4015151515151515,264.0,0.00528,6.210326489025326
structur,229.0,188.0,0.5491606714628298,0.45083932853717024,417.0,0.00834,5.6734690265413885
struggl,590.0,421.0,0.5835806132542037,0.41641938674579626,1011.0,0.02022,4.77228106285299
stuck,253.0,382.0,0.3984251968503937,0.6015748031496063,635.0,0.0127,5.326044444358599
student,392.0,556.0,0.41350210970464135,0.5864978902953586,948.0,0.01896,4.753331314073328
studi,443.0,302.0,0.5946308724832214,0.40536912751677856,745.0,0.0149,5.121530230094873
studio,509.0,436.0,0.5386243386243387,0.46137566137566133,945.0,0.0189,4.796039329471842
stuff,850.0,1020.0,0.45454545454545453,0.5454545454545454,1870.0,0.0374,4.1620430130754205
stumbl,218.0,217.0,0.5011494252873563,0.4988505747126437,435.0,0.0087,5.719479332190222
stun,613.0,213.0,0.7421307506053268,0.25786924939467315,826.0,0.01652,5.042151690575169
stunt,177.0,194.0,0.477088948787062,0.522911051212938,371.0,0.00742,5.701701086168938
stupid,456.0,1984.0,0.18688524590163935,0.8131147540983606,2440.0,0.0488,3.801172819164537
styl,125.0,130.0,0.49019607843137253,0.5098039215686274,255.0,0.0051,6.221376325211911
style,1304.0,999.0,0.5662179765523231,0.4337820234476769,2303.0,0.04606,3.9202738121780882
stylish,167.0,90.0,0.6498054474708171,0.35019455252918286,257.0,0.00514,6.1957807780229475
sub,225.0,401.0,0.35942492012779553,0.6405750798722045,626.0,0.01252,5.264441392399621
subject,767.0,711.0,0.5189445196211097,0.48105548037889034,1478.0,0.02956,4.3820031625383535
subject matter,209.0,153.0,0.5773480662983426,0.42265193370165743,362.0,0.00724,5.853651545086594
subplot,182.0,210.0,0.4642857142857143,0.5357142857142857,392.0,0.00784,5.779543572932872
subsequ,215.0,110.0,0.6615384615384615,0.3384615384615385,325.0,0.0065,5.999715353857924
substanc,125.0,239.0,0.3434065934065934,0.6565934065934066,364.0,0.00728,5.861373591180504
subtitl,249.0,137.0,0.6450777202072538,0.35492227979274615,386.0,0.00772,5.706116104378054
subtl,585.0,176.0,0.7687253613666228,0.23127463863337716,761.0,0.01522,5.117837918207745
subtleti,140.0,107.0,0.5668016194331984,0.4331983805668016,247.0,0.00494,6.262970222510748
succe,216.0,102.0,0.6792452830188679,0.3207547169811321,318.0,0.00636,6.032900902843578
succeed,255.0,241.0,0.5141129032258065,0.4858870967741935,496.0,0.00992,5.567894401044397
success,1156.0,823.0,0.584133400707428,0.41586659929257197,1979.0,0.03958,4.1055671393612005
suck,247.0,868.0,0.22152466367713006,0.7784753363228699,1115.0,0.0223,4.661284286880965
sudden,188.0,191.0,0.49604221635883905,0.503957783641161,379.0,0.00758,5.806083128167484
suddenli,362.0,500.0,0.419953596287703,0.580046403712297,862.0,0.01724,4.977115001971864
suffer,567.0,677.0,0.4557877813504823,0.5442122186495177,1244.0,0.02488,4.615648992174346
suggest,644.0,642.0,0.5007776049766719,0.4992223950233281,1286.0,0.02572,4.5698727474922975
suicid,283.0,270.0,0.5117540687160941,0.4882459312839059,553.0,0.01106,5.347451989709385
suit,387.0,476.0,0.4484356894553882,0.5515643105446117,863.0,0.01726,4.961233249418921
suitabl,165.0,119.0,0.5809859154929577,0.41901408450704225,284.0,0.00568,6.129438829886225
sum,194.0,356.0,0.3527272727272727,0.6472727272727272,550.0,0.011,5.488296434316594
summari,151.0,215.0,0.412568306010929,0.587431693989071,366.0,0.00732,5.895542486795754
summer,296.0,221.0,0.5725338491295938,0.4274661508704062,517.0,0.01034,5.394929260304898
sun,179.0,141.0,0.559375,0.44062500000000004,320.0,0.0064,5.925395449945435
sunday,160.0,115.0,0.5818181818181818,0.4181818181818182,275.0,0.0055,6.08645700731254
super,301.0,399.0,0.43,0.5700000000000001,700.0,0.014,5.128956006791722
superb,948.0,163.0,0.8532853285328533,0.14671467146714667,1111.0,0.02222,4.730555129182772
superior,334.0,272.0,0.5511551155115512,0.44884488448844884,606.0,0.01212,5.344365567506196
supernatur,143.0,182.0,0.44,0.56,325.0,0.0065,5.942062502430646
support,1406.0,770.0,0.6461397058823529,0.3538602941176471,2176.0,0.04352,4.017997882301313
support cast,424.0,191.0,0.6894308943089431,0.3105691056910569,615.0,0.0123,5.375667027509845
support role,179.0,88.0,0.6704119850187266,0.32958801498127344,267.0,0.00534,6.213996217914288
suppos,703.0,2065.0,0.25397398843930635,0.7460260115606936,2768.0,0.05536,3.7564204618432595
supposedli,189.0,468.0,0.2876712328767123,0.7123287671232876,657.0,0.01314,5.287463991987936
surfac,229.0,150.0,0.604221635883905,0.395778364116095,379.0,0.00758,5.7867120624114845
surpris,1893.0,1192.0,0.613614262560778,0.386385737439222,3085.0,0.0617,3.6667363374092354
surprisingli,521.0,295.0,0.6384803921568627,0.3615196078431373,816.0,0.01632,5.066360365612506
surreal,286.0,126.0,0.6941747572815534,0.3058252427184466,412.0,0.00824,5.690748074149741
surround,401.0,306.0,0.5671852899575672,0.43281471004243277,707.0,0.01414,5.19972507767993
surviv,504.0,426.0,0.5419354838709678,0.4580645161290322,930.0,0.0186,4.8481296794844955
survivor,121.0,156.0,0.4368231046931408,0.5631768953068592,277.0,0.00554,6.109371266835416
susan,130.0,97.0,0.5726872246696035,0.42731277533039647,227.0,0.00454,6.18144361487654
suspect,426.0,390.0,0.5220588235294118,0.4779411764705882,816.0,0.01632,5.015183764147662
suspens,731.0,734.0,0.49897610921501706,0.5010238907849829,1465.0,0.0293,4.365657206063608
swear,108.0,218.0,0.3312883435582822,0.6687116564417178,326.0,0.00652,5.973359509152561
sweet,668.0,267.0,0.7144385026737968,0.2855614973262032,935.0,0.0187,4.886375258479571
swim,139.0,107.0,0.5650406504065041,0.4349593495934959,246.0,0.00492,6.17082404604908
switch,151.0,256.0,0.371007371007371,0.628992628992629,407.0,0.00814,5.742156040861252
sword,120.0,150.0,0.4444444444444444,0.5555555555555556,270.0,0.0054,6.011655794229842
symbol,298.0,170.0,0.6367521367521367,0.3632478632478633,468.0,0.00936,5.475917850083955
sympathet,274.0,164.0,0.6255707762557078,0.3744292237442922,438.0,0.00876,5.6973054746958995
sympathi,168.0,218.0,0.43523316062176165,0.5647668393782384,386.0,0.00772,5.806083128167484
ta,125.0,150.0,0.45454545454545453,0.5454545454545454,275.0,0.0055,6.109371266835416
tabl,182.0,191.0,0.4879356568364611,0.5120643431635389,373.0,0.00746,5.798774934860759
take place,435.0,332.0,0.5671447196870926,0.43285528031290743,767.0,0.01534,5.122764036543801
taken,929.0,847.0,0.5230855855855856,0.4769144144144144,1776.0,0.03552,4.270715573398
tale,830.0,436.0,0.655608214849921,0.34439178515007896,1266.0,0.02532,4.517975942072354
talent,1255.0,1376.0,0.47700494108703917,0.5229950589129608,2631.0,0.05262,3.8057932894308277
talk,1303.0,1607.0,0.447766323024055,0.552233676975945,2910.0,0.0582,3.6684649463098533
tape,339.0,278.0,0.5494327390599676,0.4505672609400324,617.0,0.01234,5.270147541976476
target,236.0,283.0,0.45472061657032753,0.5452793834296725,519.0,0.01038,5.481204206007103
task,206.0,152.0,0.5754189944134078,0.4245810055865922,358.0,0.00716,5.869155731622559
tast,496.0,497.0,0.499496475327291,0.500503524672709,993.0,0.01986,4.853774097104173
taylor,155.0,100.0,0.6078431372549019,0.3921568627450981,255.0,0.0051,5.964726362007859
tea,159.0,172.0,0.48036253776435045,0.5196374622356495,331.0,0.00662,5.9533302272769895
teach,279.0,241.0,0.5365384615384615,0.4634615384615385,520.0,0.0104,5.43629164932628
teacher,264.0,244.0,0.5196850393700787,0.4803149606299213,508.0,0.01016,5.3772581177420875
team,633.0,514.0,0.5518744551002616,0.44812554489973844,1147.0,0.02294,4.557871191507535
tear,553.0,262.0,0.6785276073619632,0.32147239263803684,815.0,0.0163,5.035341221572643
technic,347.0,366.0,0.48667601683029454,0.5133239831697054,713.0,0.01426,5.165645764027067
techniqu,260.0,189.0,0.579064587973274,0.420935412026726,449.0,0.00898,5.5912872806191025
technolog,198.0,167.0,0.5424657534246575,0.4575342465753425,365.0,0.0073,5.781927364288148
tediou,69.0,335.0,0.1707920792079208,0.8292079207920792,404.0,0.00808,5.789113023949023
teen,392.0,419.0,0.4833538840937115,0.5166461159062885,811.0,0.01622,4.917055547051693
teenag,561.0,528.0,0.5151515151515151,0.48484848484848486,1089.0,0.02178,4.6466065417236875
teeth,115.0,197.0,0.3685897435897436,0.6314102564102564,312.0,0.00624,6.002687124247082
televis,694.0,522.0,0.5707236842105263,0.4292763157894737,1216.0,0.02432,4.534977371641682
tell stori,428.0,225.0,0.655436447166922,0.34456355283307805,653.0,0.01306,5.258767618313713
ten,264.0,150.0,0.6376811594202898,0.3623188405797102,414.0,0.00828,5.721724002044046
tend,384.0,211.0,0.6453781512605042,0.35462184873949576,595.0,0.0119,5.363028628638123
tender,192.0,59.0,0.7649402390438247,0.2350597609561753,251.0,0.00502,6.255277876887592
tension,462.0,431.0,0.5173572228443449,0.48264277715565507,893.0,0.01786,4.920075176925414
term,555.0,477.0,0.5377906976744186,0.46220930232558144,1032.0,0.02064,4.79337147551065
terribl,483.0,2070.0,0.1891891891891892,0.8108108108108107,2553.0,0.05106,3.791995435839974
terrif,582.0,139.0,0.8072122052704577,0.19278779472954233,721.0,0.01442,5.150300194352407
terrifi,192.0,123.0,0.6095238095238096,0.3904761904761904,315.0,0.0063,5.982067837044346
territori,143.0,103.0,0.5813008130081301,0.4186991869918699,246.0,0.00492,6.24384918106397
terror,268.0,264.0,0.5037593984962406,0.49624060150375937,532.0,0.01064,5.419540838901464
terrorist,106.0,118.0,0.4732142857142857,0.5267857142857143,224.0,0.00448,6.096213182257905
test,270.0,240.0,0.5294117647058824,0.47058823529411764,510.0,0.0102,5.451611097859794
texa,168.0,168.0,0.5,0.5,336.0,0.00672,5.8134451246085534
text,106.0,130.0,0.4491525423728814,0.5508474576271186,236.0,0.00472,6.1993974184931355
th act,200.0,292.0,0.4065040650406504,0.5934959349593496,492.0,0.00984,5.619289110167595
th film,588.0,383.0,0.6055612770339855,0.39443872296601445,971.0,0.01942,4.8471920329085325
th movi,345.0,364.0,0.48660084626234135,0.5133991537376587,709.0,0.01418,5.202395306235808
th plot,184.0,272.0,0.40350877192982454,0.5964912280701755,456.0,0.00912,5.6756126500846396
th stori,374.0,243.0,0.6061588330632091,0.39384116693679094,617.0,0.01234,5.364599720870164
thank,1076.0,790.0,0.5766345123258306,0.42336548767416937,1866.0,0.03732,4.205979599401656
that,599.0,836.0,0.41742160278745644,0.5825783972125436,1435.0,0.0287,4.472498583467122
the,1150.0,1154.0,0.4991319444444444,0.5008680555555556,2304.0,0.04608,3.901897697882369
the top,164.0,188.0,0.4659090909090909,0.5340909090909092,352.0,0.00704,5.900904429937139
theater,683.0,807.0,0.45838926174496647,0.5416107382550335,1490.0,0.0298,4.373213185052561
theatr,276.0,259.0,0.5158878504672897,0.4841121495327103,535.0,0.0107,5.380447913110188
theatric,239.0,170.0,0.5843520782396088,0.4156479217603912,409.0,0.00818,5.715005051795301
them,263.0,332.0,0.44201680672268906,0.5579831932773109,595.0,0.0119,5.406339327042929
theme,1057.0,661.0,0.6152502910360885,0.3847497089639115,1718.0,0.03436,4.211423809829503
then,176.0,260.0,0.4036697247706422,0.5963302752293578,436.0,0.00872,5.688571794727145
theori,121.0,164.0,0.4245614035087719,0.5754385964912281,285.0,0.0057,5.95901206074442
ther,635.0,825.0,0.4349315068493151,0.5650684931506849,1460.0,0.0292,4.466716363694854
there,195.0,232.0,0.4566744730679157,0.5433255269320842,427.0,0.00854,5.73757937383384
they,136.0,179.0,0.43174603174603177,0.5682539682539682,315.0,0.0063,5.996752388727267
thi,1777.0,1533.0,0.536858006042296,0.46314199395770395,3310.0,0.0662,3.6167680424954267
thi film,359.0,288.0,0.5548686244204019,0.44513137557959814,647.0,0.01294,5.306568173297979
thi movi,430.0,448.0,0.489749430523918,0.5102505694760819,878.0,0.01756,4.993253060653692
thing film,154.0,223.0,0.40848806366047746,0.5915119363395225,377.0,0.00754,5.848536444419823
thing happen,170.0,209.0,0.44854881266490765,0.5514511873350924,379.0,0.00758,5.838384072955805
thing like,238.0,261.0,0.47695390781563124,0.5230460921843687,499.0,0.00998,5.583428694006582
thing make,107.0,149.0,0.41796875,0.58203125,256.0,0.00512,6.255277876887592
thing movi,188.0,432.0,0.3032258064516129,0.6967741935483871,620.0,0.0124,5.366173285317594
thing realli,109.0,143.0,0.43253968253968256,0.5674603174603174,252.0,0.00504,6.282464017191749
thing say,73.0,200.0,0.2673992673992674,0.7326007326007327,273.0,0.00546,6.192177170519649
think film,210.0,179.0,0.5398457583547558,0.4601542416452442,389.0,0.00778,5.830836867320422
think movi,318.0,315.0,0.5023696682464455,0.49763033175355453,633.0,0.01266,5.329074749707779
thirti,148.0,160.0,0.4805194805194805,0.5194805194805194,308.0,0.00616,6.035973101880548
this,153.0,288.0,0.3469387755102041,0.653061224489796,441.0,0.00882,5.708330944707607
thoma,243.0,164.0,0.597051597051597,0.40294840294840295,407.0,0.00814,5.597222016138917
thoroughli,392.0,213.0,0.6479338842975206,0.35206611570247937,605.0,0.0121,5.3772581177420875
though,127.0,117.0,0.5204918032786885,0.4795081967213115,244.0,0.00488,6.286408795482766
thought movi,165.0,160.0,0.5076923076923077,0.49230769230769234,325.0,0.0065,6.017679908833223
thought provok,231.0,86.0,0.7287066246056783,0.27129337539432175,317.0,0.00634,6.035973101880548
thousand,243.0,287.0,0.45849056603773586,0.5415094339622641,530.0,0.0106,5.4724090745542755
threat,129.0,118.0,0.5222672064777328,0.47773279352226716,247.0,0.00494,6.192177170519649
threaten,242.0,247.0,0.4948875255623722,0.5051124744376279,489.0,0.00978,5.57563138354655
thrill,431.0,306.0,0.5848032564450475,0.4151967435549525,737.0,0.01474,5.14523689239586
thriller,635.0,574.0,0.5252274607113316,0.47477253928866836,1209.0,0.02418,4.514610068817248
throat,104.0,154.0,0.40310077519379844,0.5968992248062015,258.0,0.00516,6.2066701778222155
throw,491.0,794.0,0.38210116731517507,0.6178988326848249,1285.0,0.0257,4.5798656928898165
thrown,268.0,484.0,0.35638297872340424,0.6436170212765957,752.0,0.01504,5.149031963364411
thumb,161.0,125.0,0.5629370629370629,0.4370629370629371,286.0,0.00572,6.102770582804064
ticket,125.0,153.0,0.44964028776978415,0.5503597122302158,278.0,0.00556,6.11268801946141
tie,325.0,319.0,0.5046583850931677,0.49534161490683226,644.0,0.01288,5.29037944594806
tight,233.0,150.0,0.608355091383812,0.39164490861618795,383.0,0.00766,5.8183834062491355
till,206.0,170.0,0.5478723404255319,0.4521276595744681,376.0,0.00752,5.830836867320422
tim,606.0,446.0,0.5760456273764258,0.42395437262357416,1052.0,0.02104,4.743144468766335
time film,239.0,212.0,0.5299334811529933,0.4700665188470067,451.0,0.00902,5.679913731984031
time money,22.0,292.0,0.07006369426751592,0.9299363057324841,314.0,0.00628,6.04835716108027
time movi,227.0,298.0,0.43238095238095237,0.5676190476190477,525.0,0.0105,5.5319397240485015
time saw,183.0,83.0,0.6879699248120301,0.3120300751879699,266.0,0.00532,6.210326489025326
time time,225.0,162.0,0.5813953488372093,0.41860465116279066,387.0,0.00774,5.835862003523095
time watch,342.0,330.0,0.5089285714285714,0.4910714285714286,672.0,0.01344,5.275886438645494
tini,181.0,196.0,0.48010610079575594,0.5198938992042441,377.0,0.00754,5.798774934860759
tire,333.0,493.0,0.40314769975786924,0.5968523002421308,826.0,0.01652,5.045574397852671
titl,1198.0,1398.0,0.46147919876733434,0.5385208012326657,2596.0,0.05192,3.8157667763575867
to,609.0,746.0,0.44944649446494467,0.5505535055350553,1355.0,0.0271,4.536350055453655
today,1391.0,536.0,0.7218474312402698,0.27815256875973016,1927.0,0.03854,4.116339236343111
toilet,68.0,183.0,0.27091633466135456,0.7290836653386454,251.0,0.00502,6.217679463330585
told,955.0,776.0,0.5517042172154824,0.44829578278451765,1731.0,0.03462,4.26232538259554
toler,115.0,238.0,0.32577903682719545,0.6742209631728046,353.0,0.00706,5.895542486795754
tom,420.0,363.0,0.5363984674329502,0.46360153256704983,783.0,0.01566,4.897154392734398
ton,166.0,177.0,0.4839650145772595,0.5160349854227405,343.0,0.00686,5.9281540723845145
tone,503.0,362.0,0.5815028901734104,0.4184971098265896,865.0,0.0173,4.977115001971864
toni,258.0,127.0,0.6701298701298701,0.32987012987012987,385.0,0.0077,5.535664123139484
too,228.0,241.0,0.4861407249466951,0.5138592750533049,469.0,0.00938,5.643931014104525
took,924.0,974.0,0.4868282402528978,0.5131717597471022,1898.0,0.03796,4.193228077919626
tool,110.0,121.0,0.47619047619047616,0.5238095238095238,231.0,0.00462,6.2288113036994295
top,481.0,360.0,0.5719381688466112,0.4280618311533888,841.0,0.01682,5.025211703333786
topic,212.0,195.0,0.5208845208845209,0.47911547911547914,407.0,0.00814,5.719479332190222
torn,178.0,87.0,0.6716981132075471,0.32830188679245287,265.0,0.0053,6.177891213272172
tortur,222.0,452.0,0.3293768545994065,0.6706231454005935,674.0,0.01348,5.110493943951987
toss,89.0,166.0,0.34901960784313724,0.6509803921568628,255.0,0.0051,6.259116653194758
total,1155.0,1818.0,0.3884964682139253,0.6115035317860746,2973.0,0.05946,3.6794827440503
touch,1471.0,567.0,0.7217860647693818,0.2782139352306182,2038.0,0.04076,4.11363531401071
tough,423.0,333.0,0.5595238095238095,0.44047619047619047,756.0,0.01512,5.076917648418383
tour,201.0,107.0,0.6525974025974026,0.3474025974025974,308.0,0.00616,5.979156626836888
town,769.0,650.0,0.5419309372797745,0.4580690627202255,1419.0,0.02838,4.283434345805775
toy,163.0,186.0,0.4670487106017192,0.5329512893982808,349.0,0.00698,5.806083128167484
track,510.0,483.0,0.513595166163142,0.48640483383685795,993.0,0.01986,4.813103057373246
trade,150.0,117.0,0.5617977528089888,0.4382022471910112,267.0,0.00534,6.132822927870466
tradit,437.0,237.0,0.6483679525222552,0.3516320474777448,674.0,0.01348,5.173407769362556
tragedi,364.0,168.0,0.6842105263157895,0.3157894736842105,532.0,0.01064,5.412918298140971
tragic,452.0,190.0,0.7040498442367601,0.2959501557632399,642.0,0.01284,5.2860094462769425
trailer,285.0,323.0,0.46875,0.53125,608.0,0.01216,5.218568165481409
train,517.0,496.0,0.510365251727542,0.489634748272458,1013.0,0.02026,4.665964482631443
transfer,164.0,131.0,0.5559322033898305,0.4440677966101695,295.0,0.0059,6.070405298302032
transform,284.0,205.0,0.5807770961145194,0.41922290388548056,489.0,0.00978,5.508063475057371
transit,142.0,97.0,0.5941422594142259,0.40585774058577406,239.0,0.00478,6.286408795482766
translat,224.0,218.0,0.5067873303167421,0.49321266968325794,442.0,0.00884,5.611208258113657
trap,319.0,311.0,0.5063492063492063,0.4936507936507937,630.0,0.0126,5.267290397175696
trash,196.0,652.0,0.23113207547169812,0.7688679245283019,848.0,0.01696,4.967555715158408
travel,524.0,354.0,0.5968109339407744,0.40318906605922555,878.0,0.01756,4.895185888161725
treasur,225.0,82.0,0.7328990228013029,0.2671009771986971,307.0,0.00614,5.956167108612188
treat,720.0,455.0,0.6127659574468085,0.3872340425531915,1175.0,0.0235,4.664401982313551
treatment,219.0,186.0,0.5407407407407407,0.45925925925925926,405.0,0.0081,5.744452253121602
tree,168.0,188.0,0.47191011235955055,0.5280898876404494,356.0,0.00712,5.753690194106538
trek,107.0,105.0,0.5047169811320755,0.4952830188679245,212.0,0.00424,6.073595093670132
tremend,234.0,94.0,0.7134146341463414,0.28658536585365857,328.0,0.00656,5.973359509152561
tri hard,79.0,304.0,0.206266318537859,0.793733681462141,383.0,0.00766,5.823346195591265
tri make,209.0,481.0,0.30289855072463767,0.6971014492753623,690.0,0.0138,5.247515741516278
trial,199.0,102.0,0.6611295681063123,0.3388704318936877,301.0,0.00602,5.982067837044346
